건물명,주소,입력주소,경도,위도
창신이수,창신동 23-816,서울시  창신동 23-816,127.014681,37.577937
동대문,창신동 328-17,서울시  창신동 328-17,127.015174,37.572273
동대문상가,창신동 436-64,서울시  창신동 436-64,127.014648,37.570125
동대문맨션,창신동 578-5,서울시  창신동 578-5,127.010951,37.572328
MID그린(2동),창신동 601-1,서울시  창신동 601-1,127.009789,37.577986
MID그린(3동),창신동 601-2,서울시  창신동 601-2,127.010016,37.577961
일우,창신동 602,서울시  창신동 602,127.009696,37.577336
MID그린(8동),창신동 602-1,서울시  창신동 602-1,127.009878,37.577284
창림,창신동 639-20,서울시  창신동 639-20,127.009363,37.576009
덕산,창신동 639-50,서울시  창신동 639-50,127.009893,37.576131
유성,창신동 640-76,서울시  창신동 640-76,127.009382,37.575388
창신쌍용1,창신동 702,서울시  창신동 702,127.013834,37.580344
창신쌍용2,창신동 703,서울시  창신동 703,127.011738,37.580426
중앙하이츠104동,창전동 42-10,서울시  창전동 42-10,126.92778,37.54941
중앙하이츠 101동,창전동 42-7,서울시  창전동 42-7,126.928256,37.549414
중앙하이츠 102동,창전동 42-8,서울시  창전동 42-8,126.927992,37.549673
중앙하이츠103동,창전동 42-9,서울시  창전동 42-9,126.927823,37.549581
창전래미안,창전동 437,서울시  창전동 437,126.930541,37.551066
신촌금호,창전동 438,서울시  창전동 438,126.932193,37.552621
신촌태영데시앙,창전동 439,서울시  창전동 439,126.93103,37.553214
창전동현대홈타운,창전동 440,서울시  창전동 440,126.931823,37.550816
창전 쌍용스윗닷홈,창전동 441,서울시  창전동 441,126.932044,37.548016
서강오벨리스크스위트,창전동 442,서울시  창전동 442,126.931816,37.546518
해모로,창전동 443,서울시  창전동 443,126.929468,37.546145
서강예가,창전동 444,서울시  창전동 444,126.92971,37.548229
마포웨스트리버태영데시앙,창전동 449,서울시  창전동 449,126.93068,37.550031
건우그린,창천동 359,서울시  창천동 359,126.928672,37.560618
노블레스,창천동 416,서울시  창천동 416,126.928006,37.559756
씨밀레,창천동 468,서울시  창천동 468,126.927517,37.559895
하이펠리스,창천동 470,서울시  창천동 470,126.927474,37.559742
3RU-City,창천동 510-2,서울시  창천동 510-2,126.927362,37.558822
래디앙,창천동 511-5,서울시  창천동 511-5,126.929007,37.559377
광남캐스빌1(512-4),창천동 512-4,서울시  창천동 512-4,126.927077,37.559756
연대JK,창천동 518,서울시  창천동 518,126.931689,37.561798
산경,천연동 117-23,서울시  천연동 117-23,126.959727,37.568185
천연뜨란채,천연동 145,서울시  천연동 145,126.958493,37.567408
천왕이펜하우스4단지,천왕동 273,서울시  천왕동 273,126.838238,37.480291
천왕이펜하우스7단지,천왕동 274,서울시  천왕동 274,126.839363,37.479239
천왕이펜하우스6단지,천왕동 275,서울시  천왕동 275,126.841139,37.478437
천왕이펜하우스5단지,천왕동 277,서울시  천왕동 277,126.841374,37.480061
천왕이펜하우스3단지,천왕동 278,서울시  천왕동 278,126.840159,37.482563
천왕이펜하우스2단지,천왕동 279-2,서울시  천왕동 279-2,126.839447,37.484772
다성이즈빌(121-32),천호동 121-32,서울시  천호동 121-32,127.13649,37.540434
강동역두산위브센티움,천호동 155-5,서울시  천호동 155-5,127.134683,37.53715
우정에쉐르(102동),천호동 163-14,서울시  천호동 163-14,127.133215,37.537896
우정에쉐르(101동),천호동 163-34,서울시  천호동 163-34,127.133532,37.537862
하이브2,천호동 164-70,서울시  천호동 164-70,127.133246,37.537193
창대캐슬,천호동 166-106,서울시  천호동 166-106,127.130982,37.538213
현진에스페랑스,천호동 166-109,서울시  천호동 166-109,127.130962,37.538024
현대아파트,천호동 168-6,서울시  천호동 168-6,127.132711,37.538388
천호네스빌,천호동 170-2,서울시  천호동 170-2,127.133568,37.538637
우성,천호동 19-1,서울시  천호동 19-1,127.138827,37.548777
동아하이빌아파트,천호동 217-132,서울시  천호동 217-132,127.134472,37.544609
고려아파트(C동),천호동 22-11,서울시  천호동 22-11,127.141279,37.550038
평대미진아파트,천호동 22-17,서울시  천호동 22-17,127.140989,37.549721
고려아파트(B동),천호동 22-23,서울시  천호동 22-23,127.141276,37.550272
고려아파트(D동),천호동 22-9,서울시  천호동 22-9,127.140962,37.550054
한신아파트,천호동 237,서울시  천호동 237,127.134821,37.54581
평대보민아파트,천호동 26-12,서울시  천호동 26-12,127.142538,37.548858
형인허브빌,천호동 27-41,서울시  천호동 27-41,127.140919,37.5489
MAIBAUM천호동아파트,천호동 27-5,서울시  천호동 27-5,127.141107,37.549226
용명브릿지아파트,천호동 28,서울시  천호동 28,127.140447,37.547617
시티빌아파트,천호동 287-16,서울시  천호동 287-16,127.127369,37.548224
보람아파트,천호동 287-25,서울시  천호동 287-25,127.127844,37.548246
유원아파트,천호동 287-9,서울시  천호동 287-9,127.127759,37.548714
브라운스톤 암사아파트,천호동 288-29,서울시  천호동 288-29,127.129106,37.54875
삼익아파트,천호동 288-5,서울시  천호동 288-5,127.128494,37.548782
천호동이연아마빌레아파트,천호동 291-50,서울시  천호동 291-50,127.132551,37.547307
이연아마빌레(293-8),천호동 293-8,서울시  천호동 293-8,127.133769,37.546757
태천와이드빌,천호동 302-3,서울시  천호동 302-3,127.131409,37.546308
중앙하이츠,천호동 305,서울시  천호동 305,127.130072,37.547379
신주아파트(313),천호동 313,서울시  천호동 313,127.127482,37.546306
다성이즈빌(320),천호동 320,서울시  천호동 320,127.123709,37.547656
성인아파트,천호동 32-2,서울시  천호동 32-2,127.142121,37.547701
집앤사스윗사이드아파트,천호동 328-1,서울시  천호동 328-1,127.122429,37.545836
천호e-편한세상,천호동 333-55,서울시  천호동 333-55,127.124268,37.54439
즈믄촌,천호동 334,서울시  천호동 334,127.124426,37.543409
한건브리앙아파트,천호동 338-20,서울시  천호동 338-20,127.122307,37.542735
다성씨티아파트(340-6),천호동 340-6,서울시  천호동 340-6,127.123566,37.542438
그랜드밸리아파트,천호동 34-1,서울시  천호동 34-1,127.141557,37.546553
태천아파트,천호동 35-12,서울시  천호동 35-12,127.140822,37.54644
신동양빛여울아파트,천호동 35-4,서울시  천호동 35-4,127.14067,37.54688
다성시티아파트,천호동 358-4,서울시  천호동 358-4,127.125664,37.543075
제일아파트,천호동 361-1,서울시  천호동 361-1,127.127482,37.54435
베스트빌,천호동 37-24,서울시  천호동 37-24,127.13896,37.547012
새롬트윈스아파트(B동),천호동 39-6,서울시  천호동 39-6,127.139497,37.545574
두산위브센티움,천호동 414,서울시  천호동 414,127.127053,37.539391
엘림스퀘어2,천호동 416-12,서울시  천호동 416-12,127.126307,37.540314
대우한강베네시티,천호동 425-5,서울시  천호동 425-5,127.124639,37.54068
천호엘크루,천호동 427-3,서울시  천호동 427-3,127.124499,37.54012
금호아파트,천호동 44,서울시  천호동 44,127.142155,37.544746
진넥스빌Ⅲ,천호동 447-15,서울시  천호동 447-15,127.132726,37.536135
강동역신동아파밀리에,천호동 447-17,서울시  천호동 447-17,127.133322,37.536464
강동상떼빌,천호동 450,서울시  천호동 450,127.130251,37.536874
강동파크빌,천호동 450-38,서울시  천호동 450-38,127.131032,37.537772
미사 아름채 아파트,천호동 452-15,서울시  천호동 452-15,127.128253,37.538391
어바니엘,천호동 452-22,서울시  천호동 452-22,127.128731,37.53816
강동이루미아파트,천호동 46,서울시  천호동 46,127.140548,37.54377
리버하임아파트,천호동 462-35,서울시  천호동 462-35,127.119419,37.541029
우정아파트,천호동 46-5,서울시  천호동 46-5,127.141155,37.544108
현진리버파크,천호동 467-11,서울시  천호동 467-11,127.121012,37.542194
천호1차우림루미아트,천호동 47-24,서울시  천호동 47-24,127.139593,37.544088
금성타운,천호동 49-16,서울시  천호동 49-16,127.140129,37.542767
천호동1차예전이룸아파트,천호동 49-4,서울시  천호동 49-4,127.139073,37.543102
대명사이버아파트,천호동 49-8,서울시  천호동 49-8,127.139997,37.543397
천호2차우림루미아트,천호동 50,서울시  천호동 50,127.14058,37.54296
다성이즈빌(50-11),천호동 50-11,서울시  천호동 50-11,127.141171,37.542739
광남벨라스643V(50-32),천호동 50-32,서울시  천호동 50-32,127.140799,37.542601
광남캐스빌아파트,천호동 52-1,서울시  천호동 52-1,127.139658,37.542439
태천해오름아파트,천호동 52-17,서울시  천호동 52-17,127.140502,37.54186
천호2차이룸아파트,천호동 52-6,서울시  천호동 52-6,127.13992,37.542225
삼성,천호동 528,서울시  천호동 528,127.135053,37.538414
광남벨라스2차아파트(53-32),천호동 53-32,서울시  천호동 53-32,127.138774,37.542487
광남벨라스2차아파트,천호동 53-6,서울시  천호동 53-6,127.138805,37.542776
다성씨티아파트,천호동 53-9,서울시  천호동 53-9,127.139215,37.54258
지원G델타아파트,천호동 54-12,서울시  천호동 54-12,127.137956,37.54185
골드하임(101동),천호동 54-13,서울시  천호동 54-13,127.138274,37.541754
대명에버빌아파트,천호동 54-4,서울시  천호동 54-4,127.138179,37.542068
지원골드아파트,천호동 54-6,서울시  천호동 54-6,127.138666,37.542054
율전에버그린아파트,천호동 54-7,서울시  천호동 54-7,127.138996,37.541921
다성이즈빌아파트(55-25),천호동 55-25,서울시  천호동 55-25,127.140202,37.541326
천호롯데아파트,천호동 55-4,서울시  천호동 55-4,127.138208,37.541546
동아코아아파트,천호동 563,서울시  천호동 563,127.125968,37.541213
성원아파트,천호동 564,서울시  천호동 564,127.134179,37.538624
천호현대아이파크,천호동 565,서울시  천호동 565,127.133802,37.536035
천호태영아파트,천호동 566,서울시  천호동 566,127.129931,37.538061
동구햇살아파트,천호동 567,서울시  천호동 567,127.14086,37.548134
강변그대가리버뷰,천호동 568,서울시  천호동 568,127.123074,37.54776
강변그대가갤럭시,천호동 570,서울시  천호동 570,127.122499,37.546584
래미안강동팰리스,천호동 571,서울시  천호동 571,127.132079,37.537257
삼환아파트101동,청담동 10,서울시  청담동 10,127.047584,37.521594
청담대우로얄카운티6차,청담동 101-1,서울시  청담동 101-1,127.046022,37.527889
연세리버테라스,청담동 102,서울시  청담동 102,127.046666,37.528858
청담파라곤Ⅱ 1단지,청담동 102-1,서울시  청담동 102-1,127.046534,37.528605
연세힐하우스1,청담동 102-2,서울시  청담동 102-2,127.047407,37.528432
연세빌라(102-6),청담동 102-6,서울시  청담동 102-6,127.047835,37.528552
연세리버빌3,청담동 104,서울시  청담동 104,127.048086,37.52841
씨티2차(202동),청담동 104-13,서울시  청담동 104-13,127.048743,37.528316
엘지빌라,청담동 104-2,서울시  청담동 104-2,127.048179,37.528213
씨티3차,청담동 105,서울시  청담동 105,127.049493,37.528088
목화,청담동 105-6,서울시  청담동 105-6,127.049822,37.52801
현대한강빌라,청담동 106,서울시  청담동 106,127.050116,37.527994
상지리츠빌6,청담동 106-1,서울시  청담동 106-1,127.05021,37.527725
강변상지리츠빌,청담동 106-17,서울시  청담동 106-17,127.050559,37.52789
청강(건영),청담동 108,서울시  청담동 108,127.05242,37.52749
청담범신칼릭스빌2차,청담동 109-16,서울시  청담동 109-16,127.051751,37.526665
청담대우멤버스카운티8차,청담동 110,서울시  청담동 110,127.050861,37.527297
청담대우멤버스카운티12차,청담동 110-11,서울시  청담동 110-11,127.051005,37.526587
청담대우멤버스카운티10차,청담동 110-13,서울시  청담동 110-13,127.050564,37.526601
청담대우멤버스카운티7차,청담동 110-3,서울시  청담동 110-3,127.051168,37.52712
청담대우멤버스카운티6차,청담동 110-4,서울시  청담동 110-4,127.050762,37.527026
청담CJ빌리지,청담동 111-11,서울시  청담동 111-11,127.04968,37.526747
우성아파트,청담동 11-25,서울시  청담동 11-25,127.046723,37.521704
"청담힐A동, 진도B동",청담동 113,서울시  청담동 113,127.048547,37.52772
삼호빌라A동,청담동 113-16,서울시  청담동 113-16,127.048735,37.527208
삼호빌라B동,청담동 113-23,서울시  청담동 113-23,127.048888,37.527633
상지리츠빌4B,청담동 114-18,서울시  청담동 114-18,127.048016,37.527662
상지리츠빌9차,청담동 116-10,서울시  청담동 116-10,127.047857,37.52685
대우리츠카운티,청담동 117-22,서울시  청담동 117-22,127.048482,37.52662
대우로얄카운티3,청담동 117-6,서울시  청담동 117-6,127.048062,37.525833
청담동현대빌라트,청담동 121,서울시  청담동 121,127.048969,37.526624
청담8차상지리츠빌,청담동 121-14,서울시  청담동 121-14,127.048562,37.525657
상지리츠빌10차,청담동 122-1,서울시  청담동 122-1,127.049497,37.525989
청담대우멤버스카운티11차,청담동 122-15,서울시  청담동 122-15,127.049937,37.526091
청담 신원아침도시마인,청담동 122-35,서울시  청담동 122-35,127.049639,37.526368
범신칼릭스빌,청담동 125,서울시  청담동 125,127.050797,37.525215
연세7차 A동,청담동 127,서울시  청담동 127,127.051677,37.526268
상지리츠빌5A,청담동 127-12,서울시  청담동 127-12,127.052003,37.526468
상지리츠빌(127-16),청담동 127-16,서울시  청담동 127-16,127.052438,37.526039
연세7차 B동,청담동 127-2,서울시  청담동 127-2,127.051917,37.526071
청담현대3차아파트,청담동 127-31,서울시  청담동 127-31,127.053071,37.526946
상지리츠빌5B,청담동 127-37,서울시  청담동 127-37,127.052266,37.526245
상지카일룸,청담동 128,서울시  청담동 128,127.054137,37.526774
구산,청담동 128-1,서울시  청담동 128-1,127.053867,37.526619
더펜트하우스청담,청담동 129,서울시  청담동 129,127.054259,37.526063
청담아이파크,청담동 130,서울시  청담동 130,127.055072,37.525259
마크힐스웨스트윙,청담동 130-6,서울시  청담동 130-6,127.055237,37.524746
마크힐스이스트윙,청담동 130-7,서울시  청담동 130-7,127.055331,37.524513
래미안청담로이뷰,청담동 134,서울시  청담동 134,127.056358,37.52471
청담삼익아파트,청담동 134-15,서울시  청담동 134-15,127.058275,37.521581
신동아,청담동 134-16,서울시  청담동 134-16,127.058689,37.522882
청담자이,청담동 134-38,서울시  청담동 134-38,127.057459,37.523521
"청담2차 이-편한세상(201동,202동,203동)",청담동 14,서울시  청담동 14,127.045394,37.521225
청담매스터빌,청담동 141-1,서울시  청담동 141-1,127.044206,37.527469
청담2차 이-편한세상(204동),청담동 15,서울시  청담동 15,127.044882,37.520599
청담2차 이-편한세상(205동),청담동 15-21,서울시  청담동 15-21,127.046147,37.520736
현대아파트,청담동 23,서울시  청담동 23,127.040437,37.521428
골든아트빌,청담동 28-13,서울시  청담동 28-13,127.046894,37.51985
청담4차 이-편한세상,청담동 28-20,서울시  청담동 28-20,127.046931,37.520508
청담대림 이-편한세상,청담동 30-33,서울시  청담동 30-33,127.047814,37.520452
청담아르지움,청담동 32,서울시  청담동 32,127.048173,37.519779
청담동삼성1차아파트,청담동 33,서울시  청담동 33,127.047828,37.519353
청담스위트,청담동 34-13,서울시  청담동 34-13,127.047309,37.519213
한신오페라하우스,청담동 35-47,서울시  청담동 35-47,127.045612,37.519236
한신오페라하우스2차,청담동 35-48,서울시  청담동 35-48,127.045312,37.518837
영풍마드레빌,청담동 36,서울시  청담동 36,127.044528,37.519119
삼성청담아파트,청담동 42,서울시  청담동 42,127.042724,37.517726
청담우방아파트,청담동 43,서울시  청담동 43,127.043828,37.518095
현대빌라(43-1),청담동 43-1,서울시  청담동 43-1,127.044481,37.518334
청담3차 이-편한세상(301동),청담동 44-21,서울시  청담동 44-21,127.045553,37.518523
청담파크빌,청담동 46-12,서울시  청담동 46-12,127.048658,37.519008
청담그랑빌,청담동 46-5,서울시  청담동 46-5,127.049099,37.519048
대우유로카운티,청담동 50-5,서울시  청담동 50-5,127.049892,37.523379
휴먼스타빌,청담동 5-25,서울시  청담동 5-25,127.04602,37.523636
더 갤러리파크,청담동 54-5,서울시  청담동 54-5,127.053502,37.523336
청담대우로얄카운티5차,청담동 59-13,서울시  청담동 59-13,127.052311,37.522623
연세빌라(59-16),청담동 59-16,서울시  청담동 59-16,127.052029,37.522558
삼성청담공원아파트,청담동 60,서울시  청담동 60,127.050324,37.522319
청담디에브스아파트,청담동 62-6,서울시  청담동 62-6,127.049197,37.522887
청담 어퍼하우스,청담동 64-1,서울시  청담동 64-1,127.050455,37.520942
진흥아파트,청담동 65,서울시  청담동 65,127.05256,37.51994
청담린든그로브,청담동 67-1,서울시  청담동 67-1,127.053633,37.522778
동양파라곤,청담동 69-18,서울시  청담동 69-18,127.054282,37.521549
현대아파트(75-1),청담동 75-1,서울시  청담동 75-1,127.051616,37.519437
라테라스 청담,청담동 76-12,서울시  청담동 76-12,127.050504,37.519744
이니그마빌,청담동 94,서울시  청담동 94,127.043519,37.525472
청량리신주,청량리동 205-755,서울시  청량리동 205-755,127.041064,37.59085
홍릉동부,청량리동 212,서울시  청량리동 212,127.04606,37.586214
홍릉동부(임대),청량리동 213,서울시  청량리동 213,127.045097,37.585368
현대,청량리동 234-2,서울시  청량리동 234-2,127.046416,37.584865
미주,청량리동 235-1,서울시  청량리동 235-1,127.046747,37.583832
광남캐스빌,청량리동 425,서울시  청량리동 425,127.044511,37.586021
청량리한신(임대),청량리동 59,서울시  청량리동 59,127.047518,37.587298
한신,청량리동 60,서울시  청량리동 60,127.049183,37.588086
현대코아,청량리동 738,서울시  청량리동 738,127.044366,37.58138
상그레빌,청량리동 949,서울시  청량리동 949,127.040951,37.595192
GS자이,청암동 181,서울시  청암동 181,126.947336,37.534881
청운현대,청운동 56-45,서울시  청운동 56-45,126.967381,37.586128
아이딜,청파동1가 1-36,서울시  청파동1가 1-36,126.96697,37.549444
목화,청파동1가 84-3,서울시  청파동1가 84-3,126.967818,37.547856
효창PALACEVILLE,청파동3가 132-13,서울시  청파동3가 132-13,126.963794,37.542658
한울글로리B,청파동3가 132-68,서울시  청파동3가 132-68,126.962793,37.543001
진양상가,충무로4가 120-3,서울시  충무로4가 120-3,126.995904,37.562371
남산센트럴 자이,충무로4가 306,서울시  충무로4가 306,126.997793,37.562477
이지마루 충무로,충무로5가 36-19,서울시  충무로5가 36-19,126.999468,37.563302
충무로엘크루메크로시티2,충무로5가 36-2,서울시  충무로5가 36-2,126.999965,37.563423
충무로헤센스마트,충무로5가 90,서울시  충무로5가 90,126.998589,37.561348
CS타워,충신동 62-2,서울시  충신동 62-2,127.004009,37.575072
현대,충정로2가 185-15,서울시  충정로2가 185-15,126.963186,37.563638
로얄훼미리A,충정로2가 69-23,서울시  충정로2가 69-23,126.963004,37.564555
미동,충정로3가 189-8,서울시  충정로3가 189-8,126.964121,37.563159
피어리스,충정로3가 222,서울시  충정로3가 222,126.965087,37.562853
충정,충정로3가 250-5,서울시  충정로3가 250-5,126.964231,37.561746
충정솔레디움(101동),충정로3가 30-17,서울시  충정로3가 30-17,126.961173,37.561881
충정솔레디움(102동),충정로3가 30-2,서울시  충정로3가 30-2,126.960981,37.56187
장미,충정로3가 30-9,서울시  충정로3가 30-9,126.961422,37.561874
새롬,충정로3가 3-19,서울시  충정로3가 3-19,126.960939,37.563258
글로리,충정로3가 32-10,서울시  충정로3가 32-10,126.961657,37.561282
행복한,충정로3가 3-46,서울시  충정로3가 3-46,126.960812,37.562644
충정리시온,충정로3가 465,서울시  충정로3가 465,126.964829,37.560219
우리유앤미,충정로3가 466,서울시  충정로3가 466,126.962349,37.561955
충림예하임,충정로3가 477,서울시  충정로3가 477,126.962623,37.562615
더스타일하우스디센트럴,충정로3가 480,서울시  충정로3가 480,126.962256,37.561305
한강삼성,토정동 138,서울시  토정동 138,126.941205,37.539637
효자,통인동 5-1,서울시  통인동 5-1,126.970792,37.580941
경희궁자이(3단지),평동 233,서울시  평동 233,126.966047,37.568727
르트랑시망,평창동 102,서울시  평창동 102,126.974808,37.610097
롯데캐슬 로잔,평창동 108,서울시  평창동 108,126.977506,37.609869
일성빌라트,평창동 145-5,서울시  평창동 145-5,126.972737,37.609142
형우럭스빌(33-1),평창동 33-1,서울시  평창동 33-1,126.973337,37.607472
벽산블루밍평창힐스,평창동 45,서울시  평창동 45,126.973702,37.608151
크래스빌,평창동 46-1,서울시  평창동 46-1,126.974218,37.608461
갑을,평창동 595,서울시  평창동 595,126.96375,37.604622
삼성,평창동 596,서울시  평창동 596,126.978568,37.610887
엘리시아,평창동 66-1,서울시  평창동 66-1,126.975845,37.609629
롯데낙천대,평창동 72,서울시  평창동 72,126.975661,37.609006
대아(제101상가동),풍납동 163,서울시  풍납동 163,127.118197,37.533271
대동1,풍납동 172,서울시  풍납동 172,127.116941,37.535207
갑을,풍납동 214-6,서울시  풍납동 214-6,127.11245,37.535129
미성,풍납동 219,서울시  풍납동 219,127.113797,37.534157
신동아파밀리에,풍납동 220-2,서울시  풍납동 220-2,127.114586,37.533451
케이앤피상상,풍납동 224-1,서울시  풍납동 224-1,127.115135,37.533896
토성현대,풍납동 251-2,서울시  풍납동 251-2,127.11634,37.532482
미랜드퀸,풍납동 254,서울시  풍납동 254,127.115017,37.532409
송파N-suite,풍납동 254-2,서울시  풍납동 254-2,127.114681,37.532064
현대리버빌1지구,풍납동 260,서울시  풍납동 260,127.115319,37.530753
현대리버빌2지구,풍납동 261,서울시  풍납동 261,127.117012,37.532099
신아,풍납동 271-3,서울시  풍납동 271-3,127.112485,37.531227
강변현대,풍납동 299-1,서울시  풍납동 299-1,127.11148,37.53395
극동,풍납동 391,서울시  풍납동 391,127.116545,37.52659
드림스페이스II,풍납동 397-1,서울시  풍납동 397-1,127.115406,37.528195
칼라,풍납동 398-16,서울시  풍납동 398-16,127.115605,37.527602
연지토성,풍납동 400-5,서울시  풍납동 400-5,127.116982,37.527882
쌍용,풍납동 401-1,서울시  풍납동 401-1,127.117587,37.527436
현대1,풍납동 413-1,서울시  풍납동 413-1,127.11907,37.529276
동아한가람1,풍납동 506,서울시  풍납동 506,127.115358,37.537007
한강극동,풍납동 508,서울시  풍납동 508,127.112971,37.529366
씨티극동1,풍납동 509,서울시  풍납동 509,127.118111,37.53964
신성노바빌아파트,풍납동 510,서울시  풍납동 510,127.116517,37.538556
송파현대힐스테이트,풍납동 511,서울시  풍납동 511,127.118539,37.531192
송파해모로,풍납동 512,서울시  풍납동 512,127.117208,37.529848
금강캐스빌,풍납동 513,서울시  풍납동 513,127.118928,37.535637
잠실 올림픽공원아이파크,풍납동 514,서울시  풍납동 514,127.114362,37.525556
미주,필동3가 62-16,서울시  필동3가 62-16,126.995852,37.556153
신동아블루아광화문의 꿈,필운동 254,서울시  필운동 254,126.969857,37.575698
연해피빌,하계동 168-1,서울시  하계동 168-1,127.073166,37.636383
하계1청구,하계동 251,서울시  하계동 251,127.071409,37.639217
청구3,하계동 251-12,서울시  하계동 251-12,127.072718,37.639605
노원에너지제로주택,하계동 251-9,서울시  하계동 251-9,127.07282,37.638705
삼익선경,하계동 255-1,서울시  하계동 255-1,127.07701,37.638909
중계9단지주공영구임대(256-0),하계동 256,서울시  하계동 256,127.074083,37.642878
한신동성,하계동 256-5,서울시  하계동 256-5,127.075293,37.640319
우성,하계동 270,서울시  하계동 270,127.066317,37.636816
벽산,하계동 271-3,서울시  하계동 271-3,127.064409,37.635359
장미(시영6),하계동 273,서울시  하계동 273,127.067932,37.633594
청솔(시영7),하계동 274,서울시  하계동 274,127.071155,37.632331
미성,하계동 280,서울시  하계동 280,127.069611,37.634382
한신1,하계동 284,서울시  하계동 284,127.068717,37.637943
하계2현대,하계동 288,서울시  하계동 288,127.071886,37.644564
우방,하계동 353,서울시  하계동 353,127.077266,37.63747
학여울청구,하계동 354,서울시  하계동 354,127.06159,37.636093
학여울청구117동(355),하계동 355,서울시  하계동 355,127.063457,37.633648
학여울청구118동(356),하계동 356,서울시  하계동 356,127.064455,37.632602
왕십리KCC스위첸,하왕십리동 1002,서울시  하왕십리동 1002,127.026735,37.560755
한진해모로,하왕십리동 1050,서울시  하왕십리동 1050,127.026204,37.5633
금호베스트빌,하왕십리동 1052,서울시  하왕십리동 1052,127.025879,37.561342
극동미라주,하왕십리동 1058,서울시  하왕십리동 1058,127.023064,37.558481
왕십리풍림아이원,하왕십리동 1061,서울시  하왕십리동 1061,127.025266,37.558869
왕십리 지웰,하왕십리동 1064,서울시  하왕십리동 1064,127.031046,37.560835
텐즈힐아파트(1단지),하왕십리동 1066,서울시  하왕십리동 1066,127.028084,37.568416
센트라스아파트,하왕십리동 1070,서울시  하왕십리동 1070,127.026766,37.566179
왕십리자이,하왕십리동 1071,서울시  하왕십리동 1071,127.024748,37.560378
청계벽산,하왕십리동 258,서울시  하왕십리동 258,127.031758,37.568806
왕십리모노퍼스주상복합,하왕십리동 286-2,서울시  하왕십리동 286-2,127.029429,37.569481
뉴타운,하왕십리동 887-2,서울시  하왕십리동 887-2,127.026776,37.564549
상왕아파트,하왕십리동 890-103,서울시  하왕십리동 890-103,127.028669,37.563528
드림,하왕십리동 890-115,서울시  하왕십리동 890-115,127.028308,37.563363
블루빌,하왕십리동 890-446,서울시  하왕십리동 890-446,127.027617,37.563411
상리제나우스,하왕십리동 966-18,서울시  하왕십리동 966-18,127.032872,37.56231
왕십리 지음재,하왕십리동 966-19,서울시  하왕십리동 966-19,127.032667,37.562398
한신무학,하왕십리동 990,서울시  하왕십리동 990,127.0283,37.562263
무학현대,하왕십리동 992,서울시  하왕십리동 992,127.027908,37.561089
아남,하월곡동 218,서울시  하월곡동 218,127.034667,37.605629
동신,하월곡동 219,서울시  하월곡동 219,127.035465,37.604356
월곡두산위브,하월곡동 222,서울시  하월곡동 222,127.038581,37.60694
월곡두산위브(임대),하월곡동 222-1,서울시  하월곡동 222-1,127.039374,37.605099
수산동양빌,하월곡동 223,서울시  하월곡동 223,127.038209,37.604117
샹그레빌,하월곡동 224,서울시  하월곡동 224,127.041333,37.596303
래미안월곡,하월곡동 225,서울시  하월곡동 225,127.036837,37.610413
월곡3에스에이치빌(임대),하월곡동 225-1,서울시  하월곡동 225-1,127.037851,37.611737
월곡래미안루나밸리,하월곡동 226,서울시  하월곡동 226,127.042035,37.598967
월곡2에스에이치빌(임대),하월곡동 226-1,서울시  하월곡동 226-1,127.041693,37.597414
꿈의숲푸르지오,하월곡동 228,서울시  하월곡동 228,127.039018,37.610809
길음 서희스타힐스,하월곡동 229,서울시  하월곡동 229,127.027456,37.605434
동일하이빌뉴시티,하월곡동 230,서울시  하월곡동 230,127.030985,37.605734
코업스타클래스,하월곡동 46-73,서울시  하월곡동 46-73,127.040446,37.601873
동신주택,하월곡동 70-4,서울시  하월곡동 70-4,127.036148,37.60583
삼전솔하임3차,하월곡동 88-510,서울시  하월곡동 88-510,127.029963,37.60686
성북힐스테이트(101동),하월곡동 88-64,서울시  하월곡동 88-64,127.030364,37.606467
성북힐스테이트(102동),하월곡동 88-957,서울시  하월곡동 88-957,127.028971,37.606483
베로니스,하월곡동 90-700,서울시  하월곡동 90-700,127.033486,37.603312
광남캐스빌,하월곡동 90-723,서울시  하월곡동 90-723,127.032234,37.604645
한강밤섬자이,하중동 101,서울시  하중동 101,126.928516,37.544686
삼각아파트C동,한강로1가 231-23,서울시  한강로1가 231-23,126.973208,37.533631
삼각아파트,한강로1가 231-24,서울시  한강로1가 231-24,126.973294,37.533127
용산파크자이,한강로1가 50-1,서울시  한강로1가 50-1,126.97336,37.536569
대우월드마크용산,한강로1가 64,서울시  한강로1가 64,126.97283,37.537223
한강로대우아이빌,한강로2가 2-11,서울시  한강로2가 2-11,126.969051,37.531477
용산아이피아대주피오레,한강로2가 2-185,서울시  한강로2가 2-185,126.967477,37.533247
용산파크e-편한세상,한강로2가 417,서울시  한강로2가 417,126.970782,37.533961
아스테리움 용산,한강로2가 419,서울시  한강로2가 419,126.968792,37.527249
용산푸르지오써밋(420),한강로2가 420,서울시  한강로2가 420,126.964904,37.527026
래미안용산더센트럴,한강로2가 422,서울시  한강로2가 422,126.966644,37.528816
한강자이에클라트,한강로3가 16-85,서울시  한강로3가 16-85,126.955576,37.531449
시티파크(2단지),한강로3가 63-387,서울시  한강로3가 63-387,126.96987,37.52624
용산 시티파크(1단지),한강로3가 63-389,서울시  한강로3가 63-389,126.9687,37.524914
