건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균
서희스타힐스, 봉천동 1729,5층,2020 11 21,"    48,300/         0",84.93,25.7,2015,17321.507868466724,8.737590426760043
브라운스톤관악, 봉천동 1721,11층,2020 11 27,"    45,000/         0",59.67,18.1,2005,15943.39384246969,11.866919013299174
카카오티, 봉천동 866-7,16층,2020 11 27,"    10,000/        48",23.27,7.0,2017,6277.01265658794,101.4023849709166
보라매우성, 봉천동 1696,10층,2020 11 27,"    26,000/        20",58.86,17.8,1995,13328.250371579163,5.790459294303173
낙성대현대(296), 봉천동 296,2층,2020 11 27,"    40,000/        25",59.78,18.1,1998,18581.609181282416,14.15995381104911
대우디오슈페리움1단지, 봉천동 856-5,5층,2020 11 28,"    62,000/         0",78.4,23.7,2007,21444.548537731396,12.352120961240985
은천아이비테라스, 봉천동 924-1,5층,2020 11 28,"     4,000/        50",23.95,7.2,2013,6536.723266113946,57.83718306119739
골드하임, 봉천동 1606-9,5층,2020 11 28,"     5,000/        53",21.2,6.4,2013,16098.484295407081,40.83929702005722
새진 (1653-10), 봉천동 1653-10,3층,2020 11 28,"    42,000/         0",83.55,25.3,2003,16600.790513833992,0.0
은천1, 봉천동 1707,5층,2020 11 30,"    60,000/         0",84.83,25.7,2001,15078.312757495996,5.744485294117647
우정하이비전2, 신림동 1726,12층,2020 11 1,"    27,000/         0",84.58,25.6,2004,9486.607142857143,4.743303571428571
초원, 신림동 1712,16층,2020 11 7,"    10,000/        45",59.93,18.1,1999,8563.53591160221,12.845303867403315
태영, 신림동 1424-28,16층,2020 11 18,"    34,000/         0",49.92,15.1,1997,11958.634251539166,24.343209621044885
신림SH빌(임대), 신림동 1736-1,12층,2020 11 19,"     1,944/        20",30.83,9.3,2007,2702.252944188428,18.023553507424467
건영4, 신림동 1702-1,18층,2020 11 23,"    43,000/         0",84.71,25.6,1997,12665.268320363166,2.8585035667963687
신림2차현대, 신림동 551-9,2층,2020 11 23,"    38,000/         0",59.91,18.1,1996,17096.85773480663,0.0
그대家, 신림동 1727,4층,2020 11 30,"    32,000/         0",59.6,18.0,2003,12398.195093881402,4.749517453240539
흥화브라운빌, 남현동 1132,10층,2020 11 3,"    32,000/        80",84.95,25.7,2003,15281.322957198445,7.782101167315175
뉴타운1동(A동), 남현동 602-329,4층,2020 11 15,"    30,000/        50",84.59,25.6,2004,11718.75,15.625
예성그랑펠리체, 남현동 1138,11층,2020 11 18,"    75,000/         0",83.45,25.2,2007,14266.789397523346,25.69049226159318
우림루미아트, 남현동 1135,6층,2020 11 19,"    60,000/         0",84.51,25.6,2004,19210.379464285714,9.263392857142858
뉴타운B동, 남현동 602-378,6층,2020 11 21,"    43,500/         0",73.92,22.4,2004,19419.64285714286,0.0
우성5, 신도림동 638,6층,2020 11 4,"    34,500/         0",59.91,18.1,1994,14925.399912088613,8.13927874787074
대림e-편한세상7, 신도림동 649,11층,2020 11 14,"    47,500/        40",84.928,25.7,2004,19104.07533857193,8.87993329627571
우성2, 신도림동 639,1층,2020 11 14,"    55,000/         0",84.82,25.7,1996,15384.241245136182,3.4046692607003886
(740-7), 구로동 740-7,3층,2020 11 3,"    11,000/         0",35.1,10.6,1996,10377.35849056604,0.0
한스타워, 구로동 46-5,11층,2020 11 3,"    20,000/        20",59.96,18.1,1996,11381.21546961326,7.734806629834253
신도림LG자이, 구로동 42,6층,2020 11 4,"    37,000/        30",84.95200000000001,25.7,2004,15661.47859922179,10.619325551232166
(794-32), 구로동 794-32,3층,2020 11 5,"    13,650/         0",48.86,14.8,1967,9222.972972972973,0.0
(807-29), 구로동 807-29,1층,2020 11 6,"     8,000/         0",27.9,8.4,1996,5059.523809523809,26.785714285714285
일심빌리지, 구로동 796-35,3층,2020 11 7,"    13,500/         0",46.32,14.0,1997,6607.142857142858,14.285714285714286
(777-3)두암호은리버빌, 구로동 777-3,1층,2020 11 8,"    17,800/         0",54.48,16.5,2002,11122.69031781227,0.0
(752-15), 구로동 752-15,1층,2020 11 8,"     7,000/         0",24.05,7.3,1999,9589.04109589041,0.0
(751-3), 구로동 751-3,1층,2020 11 9,"    13,000/         0",35.04,10.6,1999,12264.150943396227,0.0
(718-24)경원주택, 구로동 718-24,2층,2020 11 9,"    13,000/         0",51.45,15.6,2000,8333.333333333334,0.0
유진빌라, 구로동 799-23,5층,2020 11 10,"    14,000/         0",54.42,16.5,1996,8815.59497413156,0.0
(780-86), 구로동 780-86,2층,2020 11 10,"    11,500/         5",35.55,10.8,1961,10648.148148148148,4.629629629629629
(770-29), 구로동 770-29,5층,2020 11 10,"    13,500/         0",55.53,16.8,1998,8035.714285714285,0.0
우성에비뉴, 구로동 1284,1층,2020 11 11,"    48,000/         0",84.958,25.7,2008,14241.245136186772,7.003891050583658
(793-16), 구로동 793-16,2층,2020 11 11,"    10,000/         0",27.62,8.4,1997,11904.761904761905,0.0
현대의보아파트, 구로동 642-33,5층,2020 11 11,"    37,000/         0",82.39,24.9,1994,11277.481452419637,0.0
보람쉬움, 구로동 1271,4층,2020 11 12,"    33,600/         0",59.916000000000004,18.1,2003,13229.97707370241,11.564625850340136
(745-43), 구로동 745-43,1층,2020 11 12,"    14,000/         0",56.52,17.1,1996,8187.1345029239765,0.0
(780-50), 구로동 780-50,3층,2020 11 12,"     7,000/         0",21.81,6.6,1997,10606.060606060608,0.0
비즈트위트 레인보우, 구로동 44-5,3층,2020 11 12,"     3,000/        40",15.58,4.7,2012,11655.96313954316,62.61074147868783
종인아네스트, 구로동 110,17층,2020 11 13,"    12,500/         0",16.04,4.9,2012,12492.463652127519,54.82993197278911
예원아파트, 구로동 43-2,6층,2020 11 13,       300/        30,94.315,28.5,2004,11215.126978284872,2.631578947368421
덕영드림, 구로동 1282,5층,2020 11 16,"    45,000/         0",70.23,21.2,2006,15226.60007399186,8.823529411764707
(794-12), 구로동 794-12,4층,2020 11 17,"    14,000/         0",55.02,16.6,1998,5120.481927710844,15.06024096385542
(798-21), 구로동 798-21,5층,2020 11 17,"     9,500/         0",40.68,12.3,1984,8353.786368052359,0.0
이화우성, 구로동 1260,7층,2020 11 20,"    10,000/       100",84.99,25.7,1998,12408.71904173159,12.579425968672613
(749-8), 구로동 749-8,2층,2020 11 20,"    13,500/         0",45.09,13.6,1996,9926.470588235294,0.0
하나세인스톤1차, 구로동 110-8,14층,2020 11 21,"    14,000/         0",21.7256,6.6,2011,8766.233766233765,61.25541125541126
신구로자이, 구로동 501,36층,2020 11 21,"   120,000/         0",243.42,73.6,2007,16023.624369802556,3.3506268914829223
(792-103), 구로동 792-103,4층,2020 11 24,"     1,000/        40",27.0,8.2,1996,1219.5121951219514,48.78048780487806
봉일(797-8), 구로동 797-8,4층,2020 11 24,"    13,000/         0",42.2,12.8,1995,10156.25,0.0
성락, 구로동 145-23,3층,2020 11 24,"    21,000/         0",57.33,17.3,1988,10005.003922510932,7.853448650528053
(792-6), 구로동 792-6,5층,2020 11 25,"     9,900/         0",28.84,8.7,1996,11379.310344827587,0.0
신안타워, 구로동 100-8,11층,2020 11 27,"    10,000/        65",59.43,18.0,1998,8567.538126361655,14.65141612200436
현대상선, 구로동 685-147,13층,2020 11 27,"     4,000/        80",64.55,19.5,1987,12097.441425504667,4.209163695329703
파인마루오피스텔, 구로동 98-12,17층,2020 11 28,"    12,500/         0",14.22,4.3,2016,12386.409999629093,68.30131949853492
대성아파트(749-11), 구로동 749-11,2층,2020 11 28,"     3,000/        55",57.04,17.3,2002,9609.826589595375,7.947976878612717
(718-18)삼성빌라트, 구로동 718-18,5층,2020 11 30,"    17,000/         0",54.16,16.4,1961,10365.853658536587,0.0
태영빌라, 구로동 740-95,2층,2020 11 30,"    13,000/         0",54.72,16.6,1998,7228.915662650602,0.0
경남2, 고척동 306,3층,2020 11 3,"    30,450/         0",84.85,25.7,1999,12305.669163961564,3.625690607734806
한일유앤아이, 고척동 337,9층,2020 11 5,"     5,000/         0",84.98,25.7,2005,13361.307924328377,2.6264591439688716
청구, 고척동 326,1층,2020 11 6,"    24,000/         0",59.94,18.1,1999,11525.960852970755,7.216916446150469
경남1, 고척동 325,2층,2020 11 9,"    24,150/         0",59.98,18.1,1998,10865.006341767526,8.134506893025284
"우성,현대아파트", 고척동 76-55,9층,2020 11 18,"    26,250/         0",68.7,20.8,1987,11275.588964942779,2.8000356125356123
신원프라자, 고척동 324,6층,2020 11 28,"    29,000/         0",84.27,25.5,1997,12738.022079751037,0.0
고척리본타운, 고척동 156,7층,2020 11 30,"    11,078/        15",45.09,13.6,2018,7614.635854341741,13.445378151260503
삼익(1단지), 고척동 330,14층,2020 11 30,"    35,000/         0",84.96,25.7,2001,10534.684673940446,6.978346942104658
청실, 개봉동 175-8,10층,2020 11 1,"    36,000/         0",76.08,23.0,1987,10190.008361204013,6.563545150501672
신세기, 개봉동 306-3,7층,2020 11 10,"     3,500/        75",60.72,18.4,2003,1902.1739130434785,40.76086956521739
고운아파트, 개봉동 484,14층,2020 11 17,"    20,000/        30",59.94,18.1,2002,11049.723756906076,16.574585635359114
LIP e-푸른아파트, 개봉동 491,6층,2020 11 23,"    32,000/         0",59.2,17.9,2014,14914.643103563401,0.0
한양아이클래스 구로, 개봉동 493,9층,2020 11 30,"    24,500/         0",44.4,13.4,2018,13310.379393671952,9.37866787449162
한신플러스타운, 오류동 341,14층,2020 11 6,"    45,000/         0",114.78,34.7,2002,13641.171323914776,3.5990426439079615
동부(101동~103동), 오류동 336,12층,2020 11 6,"    35,000/         0",59.98,18.1,1998,12969.06507298407,1.3618677042801557
우림필유, 오류동 348,15층,2020 11 8,"    40,000/         0",65.23,19.7,2005,14516.68242397771,4.972375690607734
대산, 오류동 235-2,1층,2020 11 11,"    28,000/         0",72.57,22.0,2000,12727.272727272728,0.0
미진주택B동, 오류동 12-2,7층,2020 11 23,"    23,000/         0",38.25,11.6,2002,19827.586206896554,0.0
금강, 오류동 335,12층,2020 11 26,"     5,000/        60",59.28,17.9,1996,9833.654394361502,3.043156828767496
동보, 오류동 337,5층,2020 11 27,"    25,500/         0",84.96,25.7,1998,10154.638805884586,3.0693677102516874
영풍마드레빌, 오류동 342,12층,2020 11 28,"    38,800/         0",84.741,25.6,2002,13119.3235657844,8.970372125144547
경남아너스빌, 오류동 344,5층,2020 11 30,"    34,700/         0",84.98,25.7,2003,13509.15351629828,2.252181049559364
우남푸르미아, 궁동 290,1층,2020 11 28,"    33,200/         0",84.94,25.7,2007,14482.490272373541,0.0
한양수자인에듀힐즈, 항동 가-241,2층,2020 11 21,"    56,000/         0",84.8784,25.7,2019,12451.361867704281,19.455252918287936
하버라인10단지, 항동 가-240,9층,2020 11 23,"     3,450/        12",29.69,9.0,2019,3833.333333333333,13.333333333333332
경향렉스빌, 상도동 445,6층,2020 11 1,"    29,000/         0",58.7112,17.8,2002,16315.322830582643,1.08084738434933
상도2차갑을명가, 상도동 459,1층,2020 11 3,"    33,000/         0",84.33,25.5,2006,14039.21568627451,0.0
본파크빌, 상도동 210-117,3층,2020 11 7,"    39,000/         0",83.24,25.2,2004,15476.190476190477,0.0
장승, 상도동 212-99,2층,2020 11 7,"    28,000/         0",62.69,19.0,2002,8902.946786600947,5.268199233716475
상도더샵2차, 상도동 534,1층,2020 11 17,"    75,000/         0",84.99,25.7,2014,23268.48249027237,5.706874189364461
중앙하이츠빌, 상도동 415,13층,2020 11 19,"    40,000/        80",84.9883,25.7,2003,20034.863082768938,6.195858846388349
쌍용스윗닷홈, 상도동 418,1층,2020 11 21,"    47,000/         0",59.578,18.0,2003,18849.52436979549,7.56799044736788
롯데캐슬비엔, 상도동 530,3층,2020 11 27,"    19,000/        85",68.56,20.7,2010,16930.539589314183,8.823814371833258
이수브라운스톤상도(527-0), 상도동 527,1층,2020 11 28,"    57,750/         0",84.84,25.7,2007,21848.49087430401,7.742281902803864
극동강변, 본동 148-2,10층,2020 11 15,"    42,000/         0",84.73,25.6,1992,15320.638020833332,1.3834635416666665
명수대한양, 흑석동 38-58,2층,2020 11 14,"    10,000/        70",84.9,25.7,1991,11693.35008646779,4.545469898400346
청호, 흑석동 327,6층,2020 11 25,"    20,000/        60",59.85,18.1,1997,12318.404289892751,8.422164445888852
금강KCC, 동작동 331,3층,2020 11 21,"    45,000/         0",59.72,18.1,2003,20997.82163308542,3.950833052362138
이수교KCC스위첸, 동작동 332,4층,2020 11 28,"    67,200/         0",84.98,25.7,2006,22530.90658937984,0.0
사당롯데캐슬2차, 사당동 1149,8층,2020 11 4,"    68,250/         0",114.369,34.6,2004,19811.605031529165,5.504261363636363
케이씨씨, 사당동 1153,9층,2020 11 6,"    30,000/        76",84.7472,25.6,2007,16723.6328125,9.08203125
르메이에르, 사당동 1141,16층,2020 11 7,"    45,000/         0",59.4,18.0,2001,17236.979166666664,6.354166666666668
오림센트빌, 사당동 1048-8,4층,2020 11 7,"    35,700/         0",85.63,25.9,2001,13783.783783783785,0.0
현대파크(아), 사당동 303-60,4층,2020 11 18,"    35,000/         0",81.11,24.5,2005,14756.17601700593,0.0
대창센시티, 사당동 1147,11층,2020 11 25,"    57,000/         0",84.9344,25.7,2005,15421.99676854346,14.402291396454823
스톤하우스, 사당동 1051-22,3층,2020 11 28,"    25,000/         0",31.725,9.6,2016,24342.223419540227,2.0204741379310347
현대, 사당동 169-32,1층,2020 11 28,"    40,000/         0",59.96,18.1,1991,17444.827547762354,2.4421476161693505
삼성휘버스, 사당동 1037-9,2층,2020 11 29,"    37,200/         0",59.275,17.9,2006,17601.22090789693,18.428184281842817
대방2차e-편한세상, 대방동 507,1층,2020 11 11,"    50,000/       105",131.637,39.8,2003,14675.460636515916,9.631490787269682
한국개나리, 대방동 504,10층,2020 11 20,"    26,000/        40",59.85,18.1,1997,16090.630926067432,2.762430939226519
신한토탈, 대방동 41,18층,2020 11 28,"    20,000/        65",81.22,24.6,1997,13109.504222262569,5.385965037733986
아데나339, 대방동 515,4층,2020 11 30,"    12,500/         0",15.36,4.6,2012,8382.747319685808,86.77048273365962
보라매나산스위트, 신대방동 395-68,12층,2020 11 2,"    10,000/       250",219.51,66.4,1996,2493.9394491733956,28.93950993079732
보라매우성, 신대방동 706,21층,2020 11 14,"    31,500/         0",58.86,17.8,1995,17605.386751767775,0.0
신동아, 신대방동 360-17,8층,2020 11 14,"     3,000/        70",37.74,11.4,1993,12730.768390465579,16.79010727316423
DMC롯데캐슬더퍼스트, 수색동 361,1층,2020 11 1,"     8,566/        29",39.83,12.0,2020,19727.937891555262,11.378920614299426
대림아파트(276), 녹번동 276,5층,2020 11 4,"    34,600/         0",84.68,25.6,1993,14063.30801720642,0.7926214151895086
산수(86-20), 녹번동 86-20,5층,2020 11 6,"     7,000/        60",64.4,19.5,2004,3589.7435897435894,30.76923076923077
거성, 녹번동 83-37,9층,2020 11 11,"    30,000/         0",59.81,18.1,2008,16574.585635359115,0.0
녹번현대아파트, 녹번동 100-55,12층,2020 11 28,"    27,300/         0",79.52,24.1,1989,13348.196889908711,0.0
정익제이원5차, 불광동 486-14,8층,2020 11 19,"    19,000/         0",20.54,6.2,2016,26381.48803531567,21.89239332096475
북한산 힐스테이트7차(임대), 불광동 643-1,9층,2020 11 19,"     3,334/        28",37.675,11.4,2011,5110.935672514619,12.748538011695906
정익제이원(4차), 불광동 484-56,13층,2020 11 21,"    21,500/         0",23.96,7.2,2015,25210.69451475518,6.274131274131275
불광SH빌, 불광동 633-2,7층,2020 11 21,"     3,001/        31",32.09,9.7,2005,2801.8744142455485,20.71227741330834
극동메트로타워, 불광동 311-13,13층,2020 11 23,"    60,000/         0",116.04,35.1,2001,13375.302395147872,1.1396011396011396
대광월드, 불광동 391-68,4층,2020 11 23,"    18,000/         0",45.78,13.8,2003,13043.478260869564,0.0
북한산래미안아파트(임대), 불광동 637-1,9층,2020 11 26,"     7,381/        10",37.6205,11.4,2010,5059.38921377518,16.95906432748538
북한산래미안아파트(1단지), 불광동 638,4층,2020 11 28,"    48,000/         0",59.9932,18.1,2010,17042.960733125277,8.862332597486539
메카, 갈현동 543,1층,2020 11 7,"    26,000/         0",59.36,18.0,2001,12843.137254901958,1.9607843137254901
갈현동현대, 갈현동 537,13층,2020 11 7,"    30,000/         0",59.25,17.9,1997,12227.534146257467,1.6485328058028355
미미, 갈현동 538,13층,2020 11 12,"    30,000/         0",59.595,18.0,1997,13023.987357812664,0.0
우남, 갈현동 540,13층,2020 11 12,"    26,000/         0",59.92,18.1,1998,10618.161102392674,0.0
동광갈현베르빌, 갈현동 465-12,13층,2020 11 15,"    28,000/         0",59.73,18.1,2004,12961.469000015806,7.52752957582096
만연센텀시티, 갈현동 456-8,11층,2020 11 23,"     4,000/        40",51.21,15.5,2014,3348.6943164362515,56.14439324116744
천지, 갈현동 276-37,3층,2020 11 25,"    15,000/         0",73.33,22.2,2002,6756.756756756758,0.0
한솔, 갈현동 539,6층,2020 11 25,"    16,000/         0",39.96,12.1,1997,12420.64374789082,0.0
유호루하스, 갈현동 548,4층,2020 11 27,"    12,000/         0",16.768,5.1,2018,18614.991649754476,19.75388676180532
