건물명,주소,층,거래일,거래금액,면적,평,건축년도,10평보증금평균,10평월세평균,건물형태,보증금평가,월세평가,경도,위도
풍원빌라,사당동 316-250,1층,2020 6 2,"     4,000/        55",30.43,9.2,2011,4347.826086956522,59.78260869565218,연립/다세대,적정보증금,고월세,126.90894,37.604362
(220-40),사당동 220-40,1층,2020 6 22,"     8,000/        60",37.1,11.2,1989,4146.1412151067325,61.26847290640395,연립/다세대,적정보증금,고월세,126.970345,37.485886
탑하우스,사당동 294-3,1층,2020 6 30,"     1,000/        45",35.21,10.7,2002,3479.3379123972522,45.12442292534624,연립/다세대,적정보증금,고월세,126.932437,37.604541
321-18,사당동 321-18,4층,2020 6 30,"    12,000/        50",55.32,16.7,2016,5328.925482368596,42.747837658017296,연립/다세대,적정보증금,고월세,126.913351,37.60707
삼우렉스빌(120-82),녹번동 120-82,6층,2020 6 15,"     5,000/        90",47.88,14.5,2017,3448.2758620689656,62.06896551724138,연립/다세대,적정보증금,고월세,127.091787,37.554876
영화타워,불광동 484-59,6층,2020 6 5,"    10,000/         0",13.32,4.0,2012,9391.286220554512,55.044819678966036,연립/다세대,적정보증금,고월세,126.910498,37.616288
두진아이브,불광동 281-148,8층,2020 6 27,"     1,000/        37",14.86,4.5,2011,3218.1571815718157,83.56368563685636,연립/다세대,적정보증금,고월세,126.92022,37.603565
골든빌(516-14),갈현동 516-14,5층,2020 6 15,         0/        50,44.53,13.5,2010,0.0,37.03703703703704,연립/다세대,적정보증금,고월세,127.093014,37.550758
다나쉐르빌,갈현동 452-21,2층,2020 6 20,"     1,000/        65",49.25,14.9,2002,671.1409395973155,43.62416107382551,연립/다세대,적정보증금,고월세,127.091744,37.541648
(26-43),구산동 26-43,2층,2020 6 1,"     1,000/        50",43.43,13.1,1994,857.8698655034532,40.51254089422028,연립/다세대,적정보증금,고월세,127.087639,37.57018
대상 데코빌,구산동 9-43,3층,2020 6 15,"     2,000/        65",42.37,12.8,2017,1171.875,52.734375,연립/다세대,적정보증금,고월세,127.078556,37.538383
타운힐스빌,구산동 220-10,2층,2020 6 22,"     1,000/        55",29.97,9.1,2011,5860.805860805862,43.95604395604395,연립/다세대,적정보증금,고월세,126.913998,37.596876
부림주택(22-9),대조동 22-9,3층,2020 6 2,"     1,000/        80",50.67,15.3,1991,653.59477124183,52.2875816993464,연립/다세대,적정보증금,고월세,127.076694,37.535242
젤라빌리지,응암동 197-20,1층,2020 6 12,"     1,000/        45",37.14,11.2,1991,892.8571428571429,40.17857142857143,연립/다세대,적정보증금,고월세,127.072724,37.619116
대림에코빌,응암동 121-22,5층,2020 6 17,"     5,000/        60",54.28,16.4,2016,3048.780487804879,36.58536585365854,연립/다세대,적정보증금,고월세,127.071918,37.636527
(591-28),응암동 591-28,5층,2020 6 26,       500/        40,20.64,6.2,2011,806.4516129032257,64.51612903225806,연립/다세대,적정보증금,고월세,127.056019,37.675244
워너스빌,응암동 196-11,5층,2020 6 27,"     2,000/        40",25.32,7.7,2011,2597.402597402597,51.94805194805195,연립/다세대,적정보증금,고월세,126.923796,37.597416
위산렉스빌,응암동 397-75,2층,2020 6 30,"     3,000/        80",58.74,17.8,2015,1685.3932584269662,44.943820224719104,연립/다세대,적정보증금,고월세,127.082546,37.668776
경남빌라,역촌동 34-33,2층,2020 6 5,"     3,000/        50",37.63,11.4,2012,1754.3859649122805,48.24561403508771,연립/다세대,적정보증금,고월세,126.908812,37.583637
유니캐슬(10-28),역촌동 10-28,4층,2020 6 9,"    15,500/         0",27.19,8.2,2012,9763.719512195124,36.875,연립/다세대,적정보증금,고월세,127.082413,37.554182
삼성아트빌(14-71),역촌동 14-71,4층,2020 6 16,"     1,000/        55",36.2,11.0,2002,909.090909090909,50.0,연립/다세대,적정보증금,고월세,127.146193,37.540892
소망빌리지,역촌동 2-88,4층,2020 6 20,"     3,000/        50",45.84,13.9,2002,2158.273381294964,35.97122302158273,연립/다세대,적정보증금,고월세,127.142834,37.537804
제니스빌(B동),역촌동 30-56,6층,2020 6 22,"     1,000/        60",26.33,8.0,2016,1250.0,75.0,연립/다세대,적정보증금,고월세,127.143234,37.540456
브라운스톤빌(350-34),신사동 350-34,6층,2020 6 20,"     2,000/        70",38.49,11.6,2014,1724.1379310344828,60.3448275862069,연립/다세대,적정보증금,고월세,127.132408,37.552848
진성홈타운,신사동 26-43,2층,2020 6 20,"     1,500/       100",65.52,19.8,2008,757.5757575757574,50.5050505050505,연립/다세대,적정보증금,고월세,127.135564,37.549095
(165-7),신사동 165-7,2층,2020 6 30,"     2,000/        30",26.43,8.0,1986,2500.0,37.5,연립/다세대,적정보증금,고월세,127.132282,37.54908
명성빌,중곡동 34-28,2층,2020 6 5,"    12,000/        50",42.94,13.0,2015,9230.76923076923,38.46153846153846,연립/다세대,적정보증금,고월세,127.13664,37.530307
(287-8),중곡동 287-8,3층,2020 6 5,"     6,500/        50",36.95,11.2,2013,5803.571428571429,44.64285714285715,연립/다세대,적정보증금,고월세,127.132911,37.530929
(646-15),중곡동 646-15,4층,2020 6 10,"     1,000/        50",29.14,8.8,2003,930.5006587615284,53.77140974967062,연립/다세대,적정보증금,고월세,127.07953700000002,37.558908
(194-2),중곡동 194-2,5층,2020 6 16,"     5,000/        43",31.74,9.6,2019,5208.333333333334,44.79166666666667,연립/다세대,적정보증금,고월세,127.131308,37.53058400000001
(648-25),중곡동 648-25,2층,2020 6 27,"     1,000/        75",43.25,13.1,2009,1781.1704834605594,50.89058524173028,연립/다세대,적정보증금,고월세,127.091904,37.53964000000001
(237-8),능동 237-8,3층,2020 6 19,"    15,000/         0",32.74,9.9,2012,5357.629626745069,58.82058970514743,연립/다세대,적정보증금,고월세,127.086957,37.547261
(161-0),능동 161,1층,2020 6 19,"     2,000/        60",41.73,12.6,2006,1587.3015873015875,47.61904761904761,연립/다세대,적정보증금,고월세,127.1225,37.545593
(75-18),구의동 75-18,1층,2020 6 4,"     5,000/        45",34.2,10.3,1991,4854.368932038835,43.68932038834952,연립/다세대,적정보증금,고월세,127.140274,37.549878
(251-140),구의동 251-140,3층,2020 6 10,"     7,000/        17",15.82,4.8,2013,8607.456140350878,83.49780701754386,연립/다세대,적정보증금,고월세,127.078195,37.530019
(221-39),구의동 221-39,2층,2020 6 11,"     2,500/        65",55.12,16.7,2003,1497.005988023952,38.92215568862276,연립/다세대,적정보증금,고월세,127.124169,37.545074
진우빌,구의동 239-126,2층,2020 6 13,"     4,000/        30",24.56,7.4,2004,5405.405405405405,40.54054054054053,연립/다세대,적정보증금,고월세,127.136033,37.542764
대성빌라(208-47),구의동 208-47,3층,2020 6 23,"     4,000/        80",59.7,18.1,1990,2209.9447513812147,44.19889502762429,연립/다세대,적정보증금,고월세,126.867691,37.54847
(225-18),구의동 225-18,3층,2020 6 27,"     1,000/        85",29.89,9.0,2015,7109.609609609611,52.88288288288289,연립/다세대,적정보증금,고월세,127.140197,37.535884
(64-3),구의동 64-3,4층,2020 6 30,"     2,000/        30",21.45,6.5,2003,3076.9230769230767,46.153846153846146,연립/다세대,적정보증금,고월세,126.864539,37.533888
(628-22),자양동 628-22,3층,2020 6 2,"     1,000/        50",21.93,6.6,2013,1445.0056116722785,73.76543209876544,연립/다세대,적정보증금,고월세,127.083857,37.534226
태영아펠바움,자양동 224-3,6층,2020 6 9,"     1,000/        85",53.55,16.2,2016,617.2839506172841,52.46913580246914,연립/다세대,적정보증금,고월세,126.863425,37.543221
(614-2),자양동 614-2,2층,2020 6 10,       500/        43,22.23,6.7,2003,746.2686567164177,64.17910447761193,연립/다세대,적정보증금,고월세,126.871521,37.542146
(806-11),자양동 806-11,2층,2020 6 19,"     2,000/        50",37.14,11.2,1990,1785.7142857142858,44.64285714285715,연립/다세대,적정보증금,고월세,126.86833500000002,37.538042
(231-20),자양동 231-20,3층,2020 6 21,"     1,000/        60",22.14,6.7,2011,1492.5373134328354,89.55223880597015,연립/다세대,적정보증금,고월세,126.870895,37.537833
늘봄정원집,자양동 624-34,2층,2020 6 24,"     1,000/        50",22.19,6.7,2013,1492.5373134328354,74.6268656716418,연립/다세대,적정보증금,고월세,126.880829,37.543982
687-14,자양동 687-14,5층,2020 6 24,"     1,500/        65",29.58,8.9,2005,1404.4943820224719,70.2247191011236,연립/다세대,적정보증금,고월세,127.088758,37.532218
(15-8),화양동 15-8,2층,2020 6 8,"     2,000/        50",26.28,7.9,2003,6181.013860338754,42.70198468510704,연립/다세대,적정보증금,고월세,127.070905,37.544946
보나하임,화양동 32-20,3층,2020 6 15,"     1,000/        53",29.94,9.1,2016,1098.901098901099,59.34065934065934,연립/다세대,적정보증금,고월세,127.075292,37.624813
무지개하우스41-2,화양동 41-2,3층,2020 6 16,"     1,000/        50",16.35,4.9,2015,2107.3646850044365,105.36823425022185,연립/다세대,적정보증금,고월세,127.132656,37.553868
하늘빛하우스(31-19),화양동 31-19,3층,2020 6 25,"     1,000/        60",19.6,5.9,2015,1694.9152542372879,101.69491525423729,연립/다세대,적정보증금,고월세,126.86411,37.537605
best vill,화양동 17-14,3층,2020 6 25,"     1,000/        55",20.4,6.2,2012,1612.9032258064515,88.70967741935482,연립/다세대,적정보증금,고월세,127.080466,37.622348
jw.city vill 2동,화양동 17-54,3층,2020 6 26,"     2,000/        45",19.76,6.0,2012,9545.454545454544,52.27272727272727,연립/다세대,적정보증금,고월세,127.069711,37.546288
(20-20),화양동 20-20,7층,2020 6 30,"     1,000/        50",16.57,5.0,2017,2000.0,100.0,연립/다세대,적정보증금,고월세,126.86518,37.542418
현대그린빌라B동,월계동 376-74,1층,2020 6 4,"     1,000/        40",36.38,11.0,1990,909.090909090909,36.36363636363636,연립/다세대,적정보증금,고월세,127.127781,37.52835
골든HOUSE,공릉동 503-40,2층,2020 6 6,"     1,000/        40",13.95,4.2,2011,2541.8275418275416,101.67310167310166,연립/다세대,적정보증금,고월세,127.084072,37.646073
브니엘,공릉동 556-31,2층,2020 6 9,"     1,000/        40",15.54,4.7,2012,6523.574585554234,41.049953746531,연립/다세대,적정보증금,고월세,127.133426,37.550909
희현재,공릉동 441-49,4층,2020 6 25,"     1,000/        45",21.68,6.6,2016,1515.1515151515152,68.18181818181819,연립/다세대,적정보증금,고월세,126.840455,37.525617
(169-486),상계동 169-486,3층,2020 6 20,"     2,000/        45",33.63,10.2,2004,1960.7843137254904,44.11764705882353,연립/다세대,적정보증금,고월세,126.844654,37.525496
삼보빌라,상계동 1105-76,1층,2020 6 22,"     1,000/        60",54.9,16.6,1994,602.4096385542167,36.14457831325301,연립/다세대,적정보증금,고월세,126.84221,37.520372
베스트하우스,길동 408-8,4층,2020 6 20,       500/        35,28.39,8.6,2018,581.3953488372092,40.69767441860465,연립/다세대,적정보증금,고월세,126.83808799999998,37.51552
(119-0),길동 119,4층,2020 6 23,"     5,000/        60",28.23,8.5,2017,5032.679738562091,72.98474945533769,연립/다세대,적정보증금,고월세,127.123129,37.54503
성봉빌딩,길동 395-1,3층,2020 6 29,"     1,000/        53",20.98,6.3,2013,1403.406891211769,76.81958962446768,연립/다세대,적정보증금,고월세,127.141333,37.537451
602-8,둔촌동 602-8,2층,2020 6 6,"     1,000/        50",15.19,4.6,2013,6526.450131908041,71.69287696577244,연립/다세대,적정보증금,고월세,127.14924,37.535643
이벤트하우스,둔촌동 488-1,3층,2020 6 15,"     3,000/        60",50.55,15.3,2003,1960.7843137254893,39.2156862745098,연립/다세대,적정보증금,고월세,126.833957,37.52440900000001
(464-19),암사동 464-19,4층,2020 6 6,"     2,000/        43",24.48,7.4,2010,3075.4892823858336,65.26095060577819,연립/다세대,적정보증금,고월세,127.130283,37.552562
노블레스빌A,암사동 454-7,3층,2020 6 15,"     3,000/        65",54.01,16.3,2012,1840.4907975460128,39.87730061349693,연립/다세대,적정보증금,고월세,126.910439,37.507641
(461-11),암사동 461-11,3층,2020 6 16,"     2,000/        60",49.28,14.9,2003,1342.281879194631,40.26845637583892,연립/다세대,적정보증금,고월세,126.873107,37.543503
(447-30),암사동 447-30,6층,2020 6 16,"     4,000/        70",49.06,14.8,2012,2702.7027027027025,47.2972972972973,연립/다세대,적정보증금,고월세,126.915217,37.514344
나영빌,성내동 405-43,1층,2020 6 1,"     3,000/        70",55.55,16.8,2004,3025.7936507936506,40.97222222222221,연립/다세대,적정보증금,고월세,127.132373,37.532393
이레엘림빌,성내동 502-3,3층,2020 6 5,"     2,000/        60",33.12,10.0,2010,3169.606512890095,47.21016131463893,연립/다세대,적정보증금,고월세,126.839882,37.515087
(522-7),성내동 522-7,3층,2020 6 13,"     1,000/        50",16.81,5.1,2013,8703.969392635101,51.05212816834051,연립/다세대,적정보증금,고월세,127.127178,37.530634
(83-1),성내동 83-1,4층,2020 6 22,"     5,000/        49",29.8,9.0,2013,5277.777777777777,57.77777777777778,연립/다세대,적정보증금,고월세,126.837732,37.528302
참존홈,천호동 50-20,3층,2020 6 3,       510/        48,17.1,5.2,2013,1007.1951857666144,75.66718995290424,연립/다세대,적정보증금,고월세,127.141131,37.54323400000001
(40-12),천호동 40-12,3층,2020 6 6,"     1,500/        58",26.83,8.1,2016,1521.1640211640213,77.46913580246913,연립/다세대,적정보증금,고월세,126.833593,37.534704
(337-118),천호동 337-118,4층,2020 6 8,"     5,000/        65",51.9,15.7,2003,3184.713375796179,41.40127388535032,연립/다세대,적정보증금,고월세,126.963922,37.540704
(337-129),천호동 337-129,1층,2020 6 11,"     1,500/        55",37.42,11.3,2002,1327.433628318584,48.672566371681405,연립/다세대,적정보증금,고월세,126.956233,37.537122
이지스빌8차,천호동 397-109,4층,2020 6 12,"     3,000/        80",53.95,16.3,2015,1840.4907975460128,49.079754601226995,연립/다세대,적정보증금,고월세,126.958079,37.536985
써니빌,천호동 40-25,2층,2020 6 13,"     1,500/        75",29.86,9.0,2019,1944.4444444444448,85.0,연립/다세대,적정보증금,고월세,126.994302,37.531641
휴먼에코빌 2차,천호동 84-19,2층,2020 6 15,"     2,000/        39",30.06,9.1,2019,2144.1217219455675,43.024250638549155,연립/다세대,적정보증금,고월세,127.142225,37.547468
준빌라,천호동 299-28,3층,2020 6 18,"     2,000/        70",42.21,12.8,2016,1562.5,54.6875,연립/다세대,적정보증금,고월세,127.014218,37.538332
더-티움2차 비동,천호동 231-51,4층,2020 6 19,"     3,000/       100",45.34,13.7,2018,8766.84818290658,36.496350364963504,연립/다세대,적정보증금,고월세,126.836022,37.516734
여미재,천호동 52-2,3층,2020 6 24,"     1,000/        75",35.7,10.8,2015,925.9259259259261,69.44444444444444,연립/다세대,적정보증금,고월세,127.002222,37.531681
영도빌라,천호동 338-33,2층,2020 6 26,"     3,000/        80",48.78,14.8,1991,2027.0270270270264,54.05405405405405,연립/다세대,적정보증금,고월세,127.000973,37.5294
홍송빌리지(231-54),목동 231-54,5층,2020 6 1,"     8,000/        47",42.04,12.7,2013,6299.212598425196,37.00787401574804,연립/다세대,적정보증금,고월세,127.036409,37.654073
그린빌라(2동),목동 756-19,3층,2020 6 14,"     2,000/        41",36.68,11.1,1989,1801.801801801801,36.93693693693694,연립/다세대,적정보증금,고월세,127.037372,37.669038
(803-14),목동 803-14,2층,2020 6 29,"    10,000/        60",52.42,15.9,2013,6536.6221174004195,44.942348008385736,연립/다세대,적정보증금,고월세,126.957861,37.537983
(117-19),신월동 117-19,2층,2020 6 2,       500/        33,14.24,4.3,1991,1162.7906976744189,76.74418604651162,연립/다세대,적정보증금,고월세,127.0309,37.552941
