가게,주소,도로명주소,경도,위도,입지요건
비앤빛 강남밝은세상안과의원,서초동 1317-23,서울 서초구 서초대로 411 GT타워 지하2층,127.0259235,37.49810707,병원
CNP차앤박피부과 신촌점,창천동 18-50,서울 서대문구 신촌로 99 엘리트빌딩 6층,126.93714080000001,37.55568973,병원
삼육서울병원,휘경동 29-1,서울 동대문구 망우로 82,127.06372830000001,37.5862054,병원
홍익병원 본관,신정동 899-1,서울 양천구 목동로 225,126.86363370000001,37.52849057,병원
인제대학교 서울백병원,저동2가 85,서울 중구 마른내로 9,126.98866640000001,37.56482265,병원
동신병원 본관,홍은동 430,서울 서대문구 연희로 272,126.9365837,37.58110658,병원
하늘안과의원,반포동 723-26,"서울 서초구 강남대로 509 지하1,2,3층, 지상8,9층",127.02249040000001,37.50764503,병원
아이디병원,논현동 5-6,서울 강남구 도산대로 142,127.02419679999998,37.51767283,병원
국립경찰병원,가락동 58,서울 송파구 송이로 123,127.1225232,37.49638716,병원
대항병원,방배동 481-10,서울 서초구 남부순환로 2151,126.9877405,37.47566717,병원
강남자생한방병원,논현동 142-4,서울 강남구 강남대로 536,127.02235890000001,37.51000919,병원
디에이성형외과의원,역삼동 648-22,"서울 강남구 테헤란로 125 지하1,1,2,4~12층",127.0316841,37.49960105,병원
강남지인병원,논현동 218-11,서울 강남구 언주로 631,127.03504109999999,37.5127838,병원
석플란트치과병원,논현동 62-9,서울 강남구 도산대로 238 석플란트빌딩,127.0332137,37.52093492,병원
미즈메디병원,내발산동 701-4,서울 강서구 강서로 295,126.83589140000001,37.55213748,병원
구로성심병원,고척동 76-189,서울 구로구 경인로 427,126.8663557,37.49964206,병원
연세사랑병원 본관,방배동 478-3,서울 서초구 효령로 10,126.98666740000002,37.47671018,병원
SNU서울병원,마곡동 727-1166,서울 강서구 공항대로 237 에이스타워마곡,126.8338861,37.5594554,병원
서울밝은세상안과 서울점,신사동 665-1,"서울 강남구 선릉로 823 한양타운 2,6,7층",127.0394031,37.52561269,병원
대림성모병원,대림동 978-13,서울 영등포구 시흥대로 657,126.9072025,37.49070335,병원
우리들병원 청담,청담동 47-4,서울 강남구 학동로 445,127.0496618,37.51909564,병원
서울대학교치과병원,연건동 275-1,서울 종로구 대학로 101,126.9970229,37.57881306,병원
서울특별시 서남병원,신정동 1320-7,서울 양천구 신정이펜1로 20,126.8331622,37.51196567,병원
신촌연세병원,신수동 66-1,서울 마포구 서강로 110 지하2층~6층,126.9337294,37.55259088,병원
서울특별시동부병원,용두동 118-20,서울 동대문구 무학로 124,127.03152490000001,37.57535711,병원
세란병원,무악동 32-2,서울 종로구 통일로 256,126.95723159999999,37.57527082,병원
서울성심병원,청량리동 40-9,서울 동대문구 왕산로 259,127.0497337,37.58438568,병원
서울특별시서북병원,역촌동 산 31-1,서울 은평구 갈현로7길 49,126.9052077,37.60428464,병원
혜민병원,자양동 627-3,서울 광진구 자양로 85,127.0834098,37.53506183,병원
희명병원,시흥동 882-31,서울 금천구 시흥대로 244,126.90056489999999,37.455673600000004,병원
밝은성모안과 강남점,역삼동 825-18,"서울 강남구 테헤란로 110 캠브리지빌딩 3,16,17,18층",127.0293856,37.49806203,병원
강남바른정형외과의원 강남역점,역삼동 825-18,서울 강남구 테헤란로 110 캠브리지빌딩 5층 501호,127.0293856,37.49806203,병원
한강수병원,양평동1가 28-4,서울 영등포구 영등포로 83,126.8909321,37.52240144,병원
금강아산병원,이촌동 301-165,서울 용산구 이촌로 318,126.9827331,37.51767702,병원
미소들노인전문병원,개봉동 43-1,서울 구로구 고척로21나길 88-41,126.8411352,37.50289957,병원
강남고려병원,봉천동 36-83,서울 관악구 관악로 242,126.95681270000001,37.48561612,병원
서울적십자병원,평동 164,서울 종로구 새문안로 9,126.9672,37.5667614,병원
본서부병원,응암동 87-14,서울 은평구 은평로 133,126.9227578,37.60099751,병원
녹십자아이메드 강남의원,서초동 1498-5,서울 서초구 서초대로38길 12 마제스타씨티 타워1 4층,127.00537609999999,37.49049857,병원
기쁨병원,서초동 1426-1,서울 서초구 서초중앙로 4,127.0180778,37.48272064,병원
목동힘찬병원,목동 404-3,서울 양천구 신목로 120,126.8768504,37.52498718,병원
하나이비인후과병원,역삼동 732-19,서울 강남구 역삼로 245,127.04298119999999,37.4979235,병원
나누리병원,화곡동 377-8,서울 강서구 가로공원로 187,126.8366996,37.53735466,병원
서울척병원,길음동 21-72,서울 성북구 동소문로47길 8,127.029307,37.60886322,병원
동부제일병원,망우동 128-29,서울 중랑구 망우로 511,127.1090314,37.60070342,병원
우리원헬스케어영상의학과의원,수표동 99,서울 중구 청계천로 100 시그니쳐타워 서관 2층,126.9881135,37.56748601,병원
원자력병원,공릉동 215-4,서울 노원구 노원로 75,127.0824453,37.6296026,병원
대한산업보건협회부설 서울의원,가산동 60-4,서울 금천구 디지털로9길 56,126.88687490000001,37.48040324,병원
나나성형외과의원,논현동 165-8,"서울 강남구 강남대로 492 한맥빌딩 3~6, 13층",127.0241172,37.50619897,병원
강남베드로병원,도곡동 914-2,서울 강남구 남부순환로 2633,127.0377707,37.48537242,병원
계피부과의원,영등포동5가 46-8,서울 영등포구 영중로 68,126.9053991,37.52230409,병원
서울특별시은평병원,응암2동 232-3,서울 은평구 백련산로 90,126.9237558,37.59442906,병원
보람연합의원,종로4가 1-1,서울 종로구 종로 201-1,127.0001513,37.57114833,병원
하나로의료재단 종로센터,청진동 70,서울 종로구 종로 33 5층 501~503호,127.0043459,37.5769737,병원
공안과병원,성내동 139,서울 강동구 풍성로37길 45,127.12603179999999,37.53391517,병원
명지성모병원,대림동 709-1,서울 영등포구 도림로 156,126.8993369,37.49383732,병원
한솔병원,석촌동 174-13,서울 송파구 송파대로 445,127.1059127,37.50607742,병원
CNP차앤박피부과 압구정점,신사동 580-6,서울 강남구 압구정로 168 제림빌딩 4층,127.027984,37.52662593,병원
국립정신건강센터,중곡동 30-1,서울 광진구 용마산로 127,127.0858413,37.56508565,병원
고도일병원,반포동 736-9,서울 서초구 강남대로 505,127.0226994,37.50702091,병원
새움병원 본관,독산동 150-7,서울 금천구 시흥대로139길 8,126.897655,37.47305207,병원
연세건우병원,봉천동 869-13,서울 관악구 남부순환로 1814 대연빌딩 3층,126.9515688,37.481012899999996,병원
달려라병원,길동 318,서울 강동구 천호대로 1165 1~5층,127.14093419999999,37.53407831,병원
비에비스나무병원,논현동 175-14,서울 강남구 논현로 627 2~11층,127.03235729999999,37.50956119,병원
민병원,미아동 317-3,서울 강북구 도봉로 155,127.02728049999999,37.62261658,병원
하늘병원,답십리동 492-3,서울 동대문구 천호대로 317,127.05563640000001,37.56518098,병원
대한병원,수유동 45-10,서울 강북구 도봉로 301,127.02265259999999,37.63550292,병원
메디힐병원,신월동 51-10,서울 양천구 남부순환로 331,126.8278331,37.53725918,병원
국립재활원,수유동 520,서울 강북구 삼각산로 58,127.01108810000001,37.63861074,병원
연세한강병원,마포동 33-1,"서울 마포구 마포대로 25 신한디엠빌딩 2,3,5층",126.9448179,37.53938808,병원
눈에미소안과,역삼동 826-21,서울 강남구 강남대로 364 7층,127.02932209999999,37.49554927,병원
미래&희망산부인과의원,논현동 90-1,서울 강남구 언주로 707,127.035026,37.51623276,병원
강서송도병원,등촌동 669-1,서울 강서구 공항대로 315,126.8428303,37.55851625,병원
뮤즈클리닉 강남점,역삼동 809-13,서울 강남구 강남대로 452 대연빌딩 2~5층,127.02569009999998,37.50284968,병원
88병원,면목동 180-1,서울 중랑구 동일로 679,127.07970320000001,37.59092042,병원
실로암안과병원,등촌동 512-5,서울 강서구 등촌로 181,126.8622443,37.5460137,병원
광혜병원,대치동 995-25,서울 강남구 영동대로86길 9,127.0647741,37.50813422,병원
민트병원,문정동 509,서울 송파구 정의로8길 7 한스빌딩 1~3층,127.11591829999999,37.48621482,병원
고은빛여성병원,길동 426,서울 강동구 천호대로 1151,127.13934109999998,37.5341491,병원
청구성심병원,갈현동 395-1,서울 은평구 통일로 873,126.9193639,37.62089766,병원
제일병원,묵정동 1-19,서울 중구 서애로1길 17,126.99933390000001,37.56176375,병원
청화병원,노량진2동 311-8,서울 동작구 장승배기로 108,126.94024809999999,37.50716518,병원
인정병원,응암동 603-60,서울 은평구 응암로 164,126.91658629999999,37.58660258,병원
나누리병원,논현동 63-8,서울 강남구 언주로 731,127.0339791,37.52030653,병원
이지함피부과 이대점,대흥동 12-27,서울 마포구 신촌로 170 이대역 푸르지오시티 2층,126.94436370000001,37.55635106,병원
차앤유의원,등촌동 60-5,서울 강서구 양천로 452 예다인 B동 2층,126.8508227,37.56287512,병원
마리아병원,신설동 103-11,서울 동대문구 천호대로 20,127.0254173,37.57414386,병원
구로참튼튼병원 신관,구로동 1127-22,서울 구로구 디지털로32가길 25,126.8989311,37.48214912,병원
서울배내과의원,역삼동 642-10,서울 강남구 논현로 509 송암빌딩 2층,127.0360905,37.50192871,병원
서울재활병원,구산동 191-1,서울 은평구 갈현로11길 30,126.90720149999999,37.60596558,병원
이지함피부과 강북점,상계동 709-1,서울 노원구 노해로 457 은성빌딩 2층 201호,127.0587462,37.65418021,병원
바로선병원,창동 749-10,서울 도봉구 도봉로 628,127.042111,37.66034073,병원
장덕한방병원,서초동 1603-1,서울 서초구 서초중앙로 42 블루핀타워 1층,127.01621540000001,37.48587107,병원
우리들병원 김포공항,과해동 676,서울 강서구 하늘길 70,126.796365,37.56199767,병원
에스앤유안과의원,신사동 502-6,"서울 강남구 강남대로 624 ICT타워 3,12층",127.01950819999999,37.51747605,병원
서울특별시어린이병원,내곡동 6-7,서울 서초구 헌릉로 260,127.0687426,37.45569449,병원
린여성병원,장안동 370-1,서울 동대문구 답십리로 266,127.069841,37.57227396,병원
글로리서울안과,서초동 1320,서울 서초구 서초대로74길 3,127.02619890000001,37.4972275,병원
이지함피부과 망우점,망우동 487-16,"서울 중랑구 망우로 421 대옥빌딩 3,4층",127.09887590000001,37.59980833,병원
서울현대병원,번동 463-44,서울 강북구 도봉로 374,127.0284825,37.64025619,병원
튼튼병원 청담본원,청담동 71-26,"서울 강남구 영동대로 713 지하1~6층, 지상7,8층",127.0557385,37.5213174,병원
세바른병원,서초동 1600-10,서울 서초구 서초중앙로 47,127.01534170000001,37.485952399999995,병원
강북우리들병원,수유동 188-1,서울 강북구 한천로 1083,127.022623,37.64254519,병원
모커리한방병원 강남점,서초동 1677-8,서울 서초구 서초대로 338,127.01861709999999,37.49485434,병원
서울양병원,길동 424,서울 강동구 천호대로 1159,127.1401182,37.53408668,병원
방병원,공릉동 680-10,서울 노원구 동일로 989 2~9층,127.07503359999998,37.61840223,병원
라이브치과 강남점,역삼동 604-1,"서울 강남구 논현로105길 48 라이브빌딩 1,2층",127.0302398,37.50560309,병원
이지함피부과 강남점,서초동 1305-7,서울 서초구 강남대로 429 동일빌딩 5층,127.02577340000002,37.50079399,병원
CU클린업피부과의원 강남점,서초동 1305-7,서울 서초구 강남대로 429 유창빌딩 10층,127.02577340000002,37.50079399,병원
영등포병원,당산동3가 386-3,서울 영등포구 당산로31길 10,126.8956233,37.5268749,병원
가족보건의원,중곡동 166-19,서울 광진구 긴고랑로13길 62,127.0832092,37.56507489,병원
서울병원 본관,가락동 2,서울 송파구 오금로 290,127.12473030000001,37.50390012,병원
녹십자아이메드 강북의원,을지로4가 323,"서울 중구 을지로 170 을지트윈타워 동관 9,10층",126.9973193,37.56613501,병원
서울바른병원,신길동 506,서울 영등포구 여의대방로 145 세인트빌딩 2~7층,126.9199977,37.50021551,병원
하늘마음한의원 서초점,서초동 1544-3,서울 서초구 반포대로 96 석정빌딩 2층,127.0094781,37.48889848,병원
힘찬병원 강북점,창동 650-46,서울 도봉구 도봉로 446,127.03339440000002,37.64567686,병원
서울본내과의원,서교동 353-22,서울 마포구 양화로 133 서교타워 5층,126.9210098,37.5552219,병원
압구정성모안과의원,신사동 621-2,"서울 강남구 언주로 859 쉬즈에비뉴빌딩 지하1층, 1~3층",127.0331115,37.52718817,병원
소람한방병원 본관,삼성동 115,서울 강남구 봉은사로 458 지하1층~9층,127.0499137,37.51179447,병원
올림픽병원,석촌동 14-10,서울 송파구 백제고분로 283,127.09799309999998,37.50275693,병원
강남제이에스병원,도곡동 942-3,서울 강남구 도곡로 122 제이에스빌딩,127.03371489999999,37.489925299999996,병원
원진성형외과의원,서초동 1306-6,서울 서초구 강남대로 419 파고다타워 17층,127.026211,37.4998006,병원
모제림성형외과의원,신사동 583,서울 강남구 논현로 843,127.02797620000001,37.524396,병원
아이웰성형외과,신사동 583,서울 강남구 논현로 843 EGI빌딩 6층,127.02797620000001,37.524396,병원
은평연세병원,갈현동 462-52,서울 은평구 연서로 177,126.9175152,37.61469985,병원
메드렉스병원,논현동 37-18,서울 강남구 논현로 705,127.0299591,37.51486851,병원
웰튼병원,내발산동 677,서울 강서구 강서로 318,126.837158,37.5540226,병원
